Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Average
91154,-2.537514,-2.549445,-2.536491,-2.560011,-2.542286,-2.534787,-2.54774,-2.532401,-2.542968,-2.547058,-2.5430701
91155,-2.546718,-2.548763,-2.538537,-2.549104,-2.542286,-2.552853,-2.562397,-2.540923,-2.580122,-2.55149,-2.5513193
91156,-2.546036,-2.555239,-2.564443,-2.541945,-2.565465,-2.542286,-2.538877,-2.548763,-2.544331,-2.549785,-2.549717
91157,-2.540582,-2.548081,-2.543991,-2.557285,-2.538537,-2.535809,-2.549104,-2.542627,-2.550126,-2.539218,-2.544536
91158,-2.550467,-2.544331,-2.543991,-2.540923,-2.554898,-2.579099,-2.540241,-2.557625,-2.540582,-2.549785,-2.5501942
91159,-2.545013,-2.554898,-2.544672,-2.561034,-2.540582,-2.559671,-2.555239,-2.551149,-2.558307,-2.57126,-2.5541825
91160,-2.548763,-2.588642,-2.557625,-2.562057,-2.55933,-2.546377,-2.551149,-2.552172,-2.603979,-2.562057,-2.5632151
91161,-2.586938,-2.541945,-2.582167,-2.54774,-2.558307,-2.54774,-2.54774,-2.5716,-2.577054,-2.560011,-2.5621242
91162,-2.554898,-2.550126,-2.54774,-2.557625,-2.540923,-2.549785,-2.54774,-2.55149,-2.550467,-2.558989,-2.5509783
91163,-2.537514,-2.544331,-2.556262,-2.549104,-2.575009,-2.552172,-2.576713,-2.547399,-2.542627,-2.539218,-2.5520349
91164,-2.579099,-2.552853,-2.552172,-2.533423,-2.572282,-2.550126,-2.556603,-2.550808,-2.584212,-2.566488,-2.5598066
91165,-2.548422,-2.538196,-2.55558,-2.550808,-2.552853,-2.554217,-2.550808,-2.53615,-2.556603,-2.547399,-2.5491036
91166,-2.539218,-2.54365,-2.580122,-2.550126,-2.556262,-2.540582,-2.54365,-2.538196,-2.542968,-2.538537,-2.5473311
91167,-2.551149,-2.550808,-2.538537,-2.562738,-2.557625,-2.581485,-2.541264,-2.558989,-2.541264,-2.548081,-2.553194
91168,-2.546718,-2.560011,-2.563079,-2.557285,-2.560693,-2.555239,-2.541945,-2.561034,-2.538196,-2.542968,-2.5527168
91169,-2.557285,-2.554898,-2.556944,-2.57126,-2.557966,-2.591028,-2.552512,-2.543309,-2.547058,-2.549445,-2.5581705
91170,-2.544331,-2.550808,-2.546377,-2.542968,-2.548081,-2.610455,-2.565124,-2.538196,-2.541604,-2.545354,-2.5533298
91171,-2.556944,-2.554217,-2.55149,-2.553194,-2.568874,-2.576031,-2.560693,-2.582848,-2.562397,-2.557285,-2.5623973
91172,-2.558989,-2.552512,-2.555921,-2.536491,-2.587961,-2.546377,-2.539559,-2.540241,-2.561716,-2.55149,-2.5531257
91173,-2.562397,-2.55558,-2.545354,-2.555239,-2.565465,-2.533082,-2.561375,-2.546036,-2.556262,-2.557966,-2.5538756
91174,-2.540241,-2.549104,-2.543309,-2.57126,-2.539218,-2.566829,-2.556603,-2.544331,-2.562397,-2.548422,-2.5521714
91175,-2.550808,-2.547399,-2.550126,-2.543309,-2.54774,-2.536491,-2.548422,-2.562397,-2.565465,-2.540923,-2.549308
91176,-2.546377,-2.572623,-2.55558,-2.539559,-2.539559,-2.549445,-2.548422,-2.541264,-2.552172,-2.567169,-2.551217
91177,-2.550467,-2.562057,-2.545354,-2.552512,-2.54774,-2.554898,-2.551149,-2.55149,-2.560011,-2.55149,-2.5527168
91178,-2.548081,-2.535469,-2.552172,-2.550467,-2.541264,-2.535809,-2.55558,-2.552172,-2.602275,-2.552512,-2.5525801
91179,-2.546718,-2.574327,-2.544672,-2.553535,-2.548763,-2.576713,-2.556262,-2.564443,-2.590347,-2.574668,-2.5630448
91180,-2.535128,-2.563761,-2.54365,-2.543309,-2.557966,-2.542968,-2.541264,-2.560011,-2.576031,-2.576713,-2.5540801
91181,-2.547058,-2.55558,-2.534787,-2.56342,-2.546377,-2.553535,-2.565465,-2.555921,-2.57535,-2.556603,-2.5554096
91182,-2.558989,-2.545013,-2.570919,-2.550808,-2.556603,-2.568192,-2.564443,-2.574327,-2.549785,-2.557285,-2.5596364
91183,-2.560352,-2.599549,-2.54365,-2.566488,-2.552172,-2.556944,-2.541945,-2.573646,-2.552853,-2.557625,-2.5605224
91184,-2.555239,-2.586597,-2.567851,-2.548422,-2.550467,-2.535469,-2.540241,-2.552512,-2.580803,-2.553535,-2.5571136
91185,-2.568533,-2.566829,-2.584552,-2.564443,-2.550467,-2.551831,-2.543991,-2.553535,-2.541264,-2.586257,-2.5611702
91186,-2.540241,-2.535809,-2.556603,-2.548081,-2.555239,-2.542286,-2.560352,-2.54365,-2.560352,-2.558648,-2.5501261
91187,-2.574668,-2.580122,-2.569896,-2.543309,-2.55149,-2.564783,-2.566488,-2.579781,-2.573305,-2.568874,-2.5672716
91188,-2.541945,-2.556603,-2.561034,-2.549445,-2.548422,-2.536491,-2.548081,-2.557285,-2.583871,-2.5716,-2.5554777
91189,-2.549785,-2.599208,-2.565806,-2.557625,-2.55149,-2.5716,-2.56342,-2.568874,-2.557966,-2.565806,-2.565158
91190,-2.568192,-2.56342,-2.555921,-2.553876,-2.571941,-2.554558,-2.560352,-2.554898,-2.554558,-2.546377,-2.5584093
91191,-2.567851,-2.548763,-2.542627,-2.554898,-2.573986,-2.577736,-2.557285,-2.563761,-2.557625,-2.565465,-2.5609997
91192,-2.554217,-2.562397,-2.563761,-2.549785,-2.553535,-2.551831,-2.544672,-2.541264,-2.551149,-2.55558,-2.5528191
91193,-2.561716,-2.555239,-2.553876,-2.573646,-2.564443,-2.593414,-2.558648,-2.570237,-2.554898,-2.572964,-2.5659081
91194,-2.575009,-2.563761,-2.568192,-2.548422,-2.545013,-2.548081,-2.548081,-2.576713,-2.582848,-2.569555,-2.5625675
